timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-12-01T12:29:29,codecarbon,80cd696d-c74a-4b1e-9f50-3010eb5a509a,0.03624749183654785,1.5459250568990433e-07,4.264915939205228e-06,19.285601119450764,0.0,23.425100326538086,1.9320987678511647e-07,0.0,2.2977845268542296e-07,4.2298832947053943e-07,Germany,DEU,,,,Linux-5.15.0-88-generic-x86_64-with-glibc2.35,3.10.12,2.3.1,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4090,,,62.46693420410156,machine,N,1.0
