timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-12-03T16:13:14,codecarbon,8d515efe-df75-4b83-8148-2e5e8c505591,5.322189092636108,7.00417913860749e-05,1.3160334998804568e-05,39.15316285959122,77.85163782400895,23.425100326538086,5.975029502242046e-05,9.734368898506318e-05,3.45508838941214e-05,0.00019164486790160503,Germany,DEU,,,,Linux-5.15.0-88-generic-x86_64-with-glibc2.35,3.10.12,2.3.1,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4090,,,62.46693420410156,machine,N,1.0
