timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-12-02T21:16:27,codecarbon,5a615fbb-8391-448b-a930-10b5d920b550,88.05980849266052,0.0016067122552513953,1.8245693270901324e-05,43.32602488111142,186.25573841223593,23.425100326538086,0.001133673660549314,0.0026937485438871533,0.0005687840007457894,0.0043962062051822555,Germany,DEU,,,,Linux-5.15.0-88-generic-x86_64-with-glibc2.35,3.10.12,2.3.1,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4090,,,62.46693420410156,machine,N,1.0
