timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-11-30T17:49:43,codecarbon,ab35a26c-db92-4e78-8ee1-c9862c0af1a7,25.652461528778076,0.0006195568181207869,2.4151944148741454e-05,6.533035048787263,78.03790338805987,23.425100326538086,0.00022845257720635961,0.0013033249315466122,0.00016342305960232012,0.0016952005683552917,Germany,DEU,,,,Linux-5.15.0-88-generic-x86_64-with-glibc2.35,3.10.12,2.3.1,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4090,,,62.46693420410156,machine,N,1.0
